Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Year
Azad Jammu and Kashmir,Pakistan,2021-04-04,34.027401,73.947253,13321,364.0,11186.0,1771.0,2021
Balochistan,Pakistan,2021-04-04,28.328491999999997,65.898403,19734,211.0,19143.0,380.0,2021
Gilgit-Baltistan,Pakistan,2021-04-04,35.792146,74.982138,5052,103.0,4879.0,70.0,2021
Islamabad,Pakistan,2021-04-04,33.665087,73.121219,60911,579.0,48933.0,11399.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-04,34.485332,72.09169,91439,2440.0,78290.0,10709.0,2021
Punjab,Pakistan,2021-04-04,30.811346,72.13913199999998,231073,6572.0,193985.0,30516.0,2021
Sindh,Pakistan,2021-04-04,26.009446,68.77680699999999,266378,4509.0,256642.0,5227.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-05,34.027401,73.947253,13446,371.0,11260.0,1815.0,2021
Balochistan,Pakistan,2021-04-05,28.328491999999997,65.898403,19785,211.0,19162.0,412.0,2021
Gilgit-Baltistan,Pakistan,2021-04-05,35.792146,74.982138,5059,103.0,4890.0,66.0,2021
Islamabad,Pakistan,2021-04-05,33.665087,73.121219,61552,583.0,49378.0,11591.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-05,34.485332,72.09169,92423,2457.0,78880.0,11086.0,2021
Punjab,Pakistan,2021-04-05,30.811346,72.13913199999998,233348,6587.0,195684.0,31077.0,2021
Sindh,Pakistan,2021-04-05,26.009446,68.77680699999999,266618,4509.0,256706.0,5403.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-06,34.027401,73.947253,13529,372.0,11332.0,1825.0,2021
Balochistan,Pakistan,2021-04-06,28.328491999999997,65.898403,19855,211.0,19185.0,459.0,2021
Gilgit-Baltistan,Pakistan,2021-04-06,35.792146,74.982138,5061,103.0,4890.0,68.0,2021
Islamabad,Pakistan,2021-04-06,33.665087,73.121219,62211,584.0,49839.0,11788.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-06,34.485332,72.09169,93033,2469.0,79030.0,11534.0,2021
Punjab,Pakistan,2021-04-06,30.811346,72.13913199999998,235569,6675.0,196985.0,31909.0,2021
Sindh,Pakistan,2021-04-06,26.009446,68.77680699999999,266926,4510.0,256897.0,5519.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-07,34.027401,73.947253,13713,380.0,11409.0,1924.0,2021
Balochistan,Pakistan,2021-04-07,28.328491999999997,65.898403,19942,212.0,19222.0,508.0,2021
Gilgit-Baltistan,Pakistan,2021-04-07,35.792146,74.982138,5064,103.0,4892.0,69.0,2021
Islamabad,Pakistan,2021-04-07,33.665087,73.121219,62775,588.0,50064.0,12123.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-07,34.485332,72.09169,93862,2496.0,80348.0,11018.0,2021
Punjab,Pakistan,2021-04-07,30.811346,72.13913199999998,237594,6731.0,197841.0,33022.0,2021
Sindh,Pakistan,2021-04-07,26.009446,68.77680699999999,267238,4516.0,257013.0,5709.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-08,34.027401,73.947253,13873,386.0,11502.0,1985.0,2021
Balochistan,Pakistan,2021-04-08,28.328491999999997,65.898403,19999,212.0,19249.0,538.0,2021
Gilgit-Baltistan,Pakistan,2021-04-08,35.792146,74.982138,5070,103.0,4896.0,71.0,2021
Islamabad,Pakistan,2021-04-08,33.665087,73.121219,63499,591.0,50530.0,12378.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-08,34.485332,72.09169,94880,2519.0,81293.0,11068.0,2021
Punjab,Pakistan,2021-04-08,30.811346,72.13913199999998,240584,6793.0,198753.0,35038.0,2021
Sindh,Pakistan,2021-04-08,26.009446,68.77680699999999,267612,4520.0,257176.0,5916.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-09,34.027401,73.947253,14069,391.0,11638.0,2040.0,2021
Balochistan,Pakistan,2021-04-09,28.328491999999997,65.898403,20097,213.0,19295.0,589.0,2021
Gilgit-Baltistan,Pakistan,2021-04-09,35.792146,74.982138,5097,103.0,4912.0,82.0,2021
Islamabad,Pakistan,2021-04-09,33.665087,73.121219,64173,597.0,50722.0,12854.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-09,34.485332,72.09169,96128,2553.0,81959.0,11616.0,2021
Punjab,Pakistan,2021-04-09,30.811346,72.13913199999998,243295,6851.0,199941.0,36503.0,2021
Sindh,Pakistan,2021-04-09,26.009446,68.77680699999999,267970,4521.0,257322.0,6127.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-10,34.027401,73.947253,14260,395.0,11782.0,2083.0,2021
Balochistan,Pakistan,2021-04-10,28.328491999999997,65.898403,20178,213.0,19322.0,643.0,2021
Gilgit-Baltistan,Pakistan,2021-04-10,35.792146,74.982138,5103,103.0,4912.0,88.0,2021
Islamabad,Pakistan,2021-04-10,33.665087,73.121219,64902,601.0,51238.0,13063.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-10,34.485332,72.09169,97318,2586.0,82479.0,12253.0,2021
Punjab,Pakistan,2021-04-10,30.811346,72.13913199999998,245923,6908.0,200235.0,38780.0,2021
Sindh,Pakistan,2021-04-10,26.009446,68.77680699999999,268284,4523.0,257593.0,6168.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-11,34.027401,73.947253,14461,399.0,11910.0,2152.0,2021
Balochistan,Pakistan,2021-04-11,28.328491999999997,65.898403,20241,215.0,19330.0,696.0,2021
Gilgit-Baltistan,Pakistan,2021-04-11,35.792146,74.982138,5127,103.0,4919.0,105.0,2021
Islamabad,Pakistan,2021-04-11,33.665087,73.121219,65700,607.0,52298.0,12795.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-11,34.485332,72.09169,98301,2618.0,83225.0,12458.0,2021
Punjab,Pakistan,2021-04-11,30.811346,72.13913199999998,248438,6972.0,202368.0,39098.0,2021
Sindh,Pakistan,2021-04-11,26.009446,68.77680699999999,268750,4529.0,257650.0,6571.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-12,34.027401,73.947253,14594,403.0,12021.0,2170.0,2021
Balochistan,Pakistan,2021-04-12,28.328491999999997,65.898403,20321,215.0,19375.0,731.0,2021
Gilgit-Baltistan,Pakistan,2021-04-12,35.792146,74.982138,5127,103.0,4919.0,105.0,2021
Islamabad,Pakistan,2021-04-12,33.665087,73.121219,66380,611.0,52904.0,12865.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-12,34.485332,72.09169,99595,2651.0,83852.0,13092.0,2021
Punjab,Pakistan,2021-04-12,30.811346,72.13913199999998,250459,6988.0,203960.0,39511.0,2021
Sindh,Pakistan,2021-04-12,26.009446,68.77680699999999,269126,4530.0,257804.0,6792.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-13,34.027401,73.947253,14687,407.0,12117.0,2163.0,2021
Balochistan,Pakistan,2021-04-13,28.328491999999997,65.898403,20397,217.0,19397.0,783.0,2021
Gilgit-Baltistan,Pakistan,2021-04-13,35.792146,74.982138,5130,103.0,4928.0,99.0,2021
Islamabad,Pakistan,2021-04-13,33.665087,73.121219,66983,617.0,53441.0,12925.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-13,34.485332,72.09169,100275,2683.0,84522.0,13070.0,2021
Punjab,Pakistan,2021-04-13,30.811346,72.13913199999998,252974,7062.0,205912.0,40000.0,2021
Sindh,Pakistan,2021-04-13,26.009446,68.77680699999999,269474,4530.0,257950.0,6994.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-14,34.027401,73.947253,14837,410.0,12221.0,2206.0,2021
Balochistan,Pakistan,2021-04-14,28.328491999999997,65.898403,20499,219.0,19435.0,845.0,2021
Gilgit-Baltistan,Pakistan,2021-04-14,35.792146,74.982138,5140,103.0,4933.0,104.0,2021
Islamabad,Pakistan,2021-04-14,33.665087,73.121219,67491,619.0,53961.0,12911.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-14,34.485332,72.09169,101045,2732.0,85223.0,13090.0,2021
Punjab,Pakistan,2021-04-14,30.811346,72.13913199999998,255571,7141.0,207606.0,40824.0,2021
Sindh,Pakistan,2021-04-14,26.009446,68.77680699999999,269840,4530.0,258533.0,6777.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-15,34.027401,73.947253,14978,420.0,12351.0,2207.0,2021
Balochistan,Pakistan,2021-04-15,28.328491999999997,65.898403,20580,221.0,19473.0,886.0,2021
Gilgit-Baltistan,Pakistan,2021-04-15,35.792146,74.982138,5153,103.0,4936.0,114.0,2021
Islamabad,Pakistan,2021-04-15,33.665087,73.121219,68066,625.0,54602.0,12839.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-15,34.485332,72.09169,102290,2761.0,86531.0,12998.0,2021
Punjab,Pakistan,2021-04-15,30.811346,72.13913199999998,258441,7209.0,209760.0,41472.0,2021
Sindh,Pakistan,2021-04-15,26.009446,68.77680699999999,270310,4533.0,258999.0,6778.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-16,34.027401,73.947253,15137,423.0,12487.0,2227.0,2021
Balochistan,Pakistan,2021-04-16,28.328491999999997,65.898403,20662,222.0,19542.0,898.0,2021
Gilgit-Baltistan,Pakistan,2021-04-16,35.792146,74.982138,5163,103.0,4951.0,109.0,2021
Islamabad,Pakistan,2021-04-16,33.665087,73.121219,68665,626.0,55222.0,12817.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-16,34.485332,72.09169,103419,2796.0,87320.0,13303.0,2021
Punjab,Pakistan,2021-04-16,30.811346,72.13913199999998,261173,7271.0,211865.0,42037.0,2021
Sindh,Pakistan,2021-04-16,26.009446,68.77680699999999,270963,4541.0,259388.0,7034.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-17,34.027401,73.947253,15304,428.0,12624.0,2252.0,2021
Balochistan,Pakistan,2021-04-17,28.328491999999997,65.898403,20760,223.0,19610.0,927.0,2021
Gilgit-Baltistan,Pakistan,2021-04-17,35.792146,74.982138,5174,103.0,4967.0,104.0,2021
Islamabad,Pakistan,2021-04-17,33.665087,73.121219,68906,631.0,55828.0,12447.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-17,34.485332,72.09169,104480,2832.0,88239.0,13409.0,2021
Punjab,Pakistan,2021-04-17,30.811346,72.13913199999998,264010,7333.0,213896.0,42781.0,2021
Sindh,Pakistan,2021-04-17,26.009446,68.77680699999999,271524,4544.0,259792.0,7188.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-18,34.027401,73.947253,15524,433.0,12775.0,2316.0,2021
Balochistan,Pakistan,2021-04-18,28.328491999999997,65.898403,20822,223.0,19629.0,970.0,2021
Gilgit-Baltistan,Pakistan,2021-04-18,35.792146,74.982138,5176,103.0,4968.0,105.0,2021
Islamabad,Pakistan,2021-04-18,33.665087,73.121219,69556,636.0,56399.0,12521.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-18,34.485332,72.09169,105438,2867.0,89353.0,13218.0,2021
Punjab,Pakistan,2021-04-18,30.811346,72.13913199999998,267572,7430.0,216237.0,43905.0,2021
Sindh,Pakistan,2021-04-18,26.009446,68.77680699999999,272197,4551.0,260122.0,7524.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-19,34.027401,73.947253,15669,439.0,12908.0,2322.0,2021
Balochistan,Pakistan,2021-04-19,28.328491999999997,65.898403,20940,223.0,19764.0,953.0,2021
Gilgit-Baltistan,Pakistan,2021-04-19,35.792146,74.982138,5182,103.0,4971.0,108.0,2021
Islamabad,Pakistan,2021-04-19,33.665087,73.121219,70079,642.0,56805.0,12632.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-19,34.485332,72.09169,106500,2899.0,89987.0,13614.0,2021
Punjab,Pakistan,2021-04-19,30.811346,72.13913199999998,270338,7457.0,218082.0,44799.0,2021
Sindh,Pakistan,2021-04-19,26.009446,68.77680699999999,272729,4553.0,260328.0,7848.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-20,34.027401,73.947253,15741,442.0,13023.0,2276.0,2021
Balochistan,Pakistan,2021-04-20,28.328491999999997,65.898403,21000,225.0,19812.0,963.0,2021
Gilgit-Baltistan,Pakistan,2021-04-20,35.792146,74.982138,5191,104.0,4990.0,97.0,2021
Islamabad,Pakistan,2021-04-20,33.665087,73.121219,70609,645.0,57316.0,12648.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-20,34.485332,72.09169,107309,2920.0,90798.0,13591.0,2021
Punjab,Pakistan,2021-04-20,30.811346,72.13913199999998,273566,7561.0,220514.0,45491.0,2021
Sindh,Pakistan,2021-04-20,26.009446,68.77680699999999,273466,4556.0,260678.0,8232.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-21,34.027401,73.947253,15873,446.0,13173.0,2254.0,2021
Balochistan,Pakistan,2021-04-21,28.328491999999997,65.898403,21127,225.0,19897.0,1005.0,2021
Gilgit-Baltistan,Pakistan,2021-04-21,35.792146,74.982138,5204,104.0,4997.0,103.0,2021
Islamabad,Pakistan,2021-04-21,33.665087,73.121219,70984,649.0,57631.0,12704.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-21,34.485332,72.09169,108462,2953.0,91840.0,13669.0,2021
Punjab,Pakistan,2021-04-21,30.811346,72.13913199999998,276535,7664.0,224029.0,44842.0,2021
Sindh,Pakistan,2021-04-21,26.009446,68.77680699999999,274196,4559.0,261052.0,8585.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-22,34.027401,73.947253,16026,449.0,13303.0,2274.0,2021
Balochistan,Pakistan,2021-04-22,28.328491999999997,65.898403,21242,226.0,19957.0,1059.0,2021
Gilgit-Baltistan,Pakistan,2021-04-22,35.792146,74.982138,5215,104.0,5001.0,110.0,2021
Islamabad,Pakistan,2021-04-22,33.665087,73.121219,71533,649.0,57979.0,12905.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-22,34.485332,72.09169,109704,2990.0,92687.0,14027.0,2021
Punjab,Pakistan,2021-04-22,30.811346,72.13913199999998,279437,7718.0,226380.0,45339.0,2021
Sindh,Pakistan,2021-04-22,26.009446,68.77680699999999,275081,4562.0,261298.0,9221.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-23,34.027401,73.947253,16193,455.0,13458.0,2280.0,2021
Balochistan,Pakistan,2021-04-23,28.328491999999997,65.898403,21365,227.0,20035.0,1103.0,2021
Gilgit-Baltistan,Pakistan,2021-04-23,35.792146,74.982138,5241,104.0,5008.0,129.0,2021
Islamabad,Pakistan,2021-04-23,33.665087,73.121219,72150,652.0,58485.0,13013.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-23,34.485332,72.09169,110875,3029.0,93730.0,14116.0,2021
Punjab,Pakistan,2021-04-23,30.811346,72.13913199999998,282469,7799.0,230032.0,44638.0,2021
Sindh,Pakistan,2021-04-23,26.009446,68.77680699999999,275815,4576.0,261542.0,9697.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-24,34.027401,73.947253,16327,458.0,13589.0,2280.0,2021
Balochistan,Pakistan,2021-04-24,28.328491999999997,65.898403,21477,230.0,20105.0,1103.0,2021
Gilgit-Baltistan,Pakistan,2021-04-24,35.792146,74.982138,5247,104.0,5033.0,129.0,2021
Islamabad,Pakistan,2021-04-24,33.665087,73.121219,72613,657.0,59080.0,13013.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-24,34.485332,72.09169,112140,3066.0,94675.0,14116.0,2021
Punjab,Pakistan,2021-04-24,30.811346,72.13913199999998,285542,7897.0,232135.0,44638.0,2021
Sindh,Pakistan,2021-04-24,26.009446,68.77680699999999,276670,4587.0,261871.0,9697.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-25,34.027401,73.947253,16463,461.0,13714.0,2280.0,2021
Balochistan,Pakistan,2021-04-25,28.328491999999997,65.898403,21618,232.0,20159.0,1142.0,2021
Gilgit-Baltistan,Pakistan,2021-04-25,35.792146,74.982138,5253,104.0,5040.0,110.0,2021
Islamabad,Pakistan,2021-04-25,33.665087,73.121219,72981,660.0,59591.0,12876.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-25,34.485332,72.09169,113121,3103.0,95515.0,14399.0,2021
Punjab,Pakistan,2021-04-25,30.811346,72.13913199999998,288598,7964.0,233655.0,45510.0,2021
Sindh,Pakistan,2021-04-25,26.009446,68.77680699999999,277593,4593.0,262138.0,10212.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-26,34.027401,73.947253,16591,462.0,13823.0,2306.0,2021
Balochistan,Pakistan,2021-04-26,28.328491999999997,65.898403,21743,232.0,20286.0,1225.0,2021
Gilgit-Baltistan,Pakistan,2021-04-26,35.792146,74.982138,5258,105.0,5043.0,110.0,2021
Islamabad,Pakistan,2021-04-26,33.665087,73.121219,73450,665.0,59993.0,12792.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-26,34.485332,72.09169,114077,3134.0,96936.0,14007.0,2021
Punjab,Pakistan,2021-04-26,30.811346,72.13913199999998,290788,7990.0,235669.0,47129.0,2021
Sindh,Pakistan,2021-04-26,26.009446,68.77680699999999,278545,4599.0,262296.0,11650.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-27,34.027401,73.947253,16659,464.0,13921.0,2274.0,2021
Balochistan,Pakistan,2021-04-27,28.328491999999997,65.898403,21803,232.0,20350.0,1221.0,2021
Gilgit-Baltistan,Pakistan,2021-04-27,35.792146,74.982138,5272,105.0,5050.0,117.0,2021
Islamabad,Pakistan,2021-04-27,33.665087,73.121219,73804,670.0,60521.0,12613.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-27,34.485332,72.09169,114661,3156.0,98045.0,13460.0,2021
Punjab,Pakistan,2021-04-27,30.811346,72.13913199999998,293468,8097.0,239290.0,46081.0,2021
Sindh,Pakistan,2021-04-27,26.009446,68.77680699999999,279272,4605.0,262639.0,12028.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-28,34.027401,73.947253,16779,468.0,14029.0,2282.0,2021
Balochistan,Pakistan,2021-04-28,28.328491999999997,65.898403,21945,233.0,20464.0,1248.0,2021
Gilgit-Baltistan,Pakistan,2021-04-28,35.792146,74.982138,5280,105.0,5050.0,125.0,2021
Islamabad,Pakistan,2021-04-28,33.665087,73.121219,74131,675.0,60821.0,12635.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-28,34.485332,72.09169,115596,3201.0,100051.0,12344.0,2021
Punjab,Pakistan,2021-04-28,30.811346,72.13913199999998,296144,8224.0,240814.0,47106.0,2021
Sindh,Pakistan,2021-04-28,26.009446,68.77680699999999,280356,4624.0,263265.0,12467.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-29,34.027401,73.947253,16931,470.0,14195.0,2266.0,2021
Balochistan,Pakistan,2021-04-29,28.328491999999997,65.898403,22118,233.0,20530.0,1355.0,2021
Gilgit-Baltistan,Pakistan,2021-04-29,35.792146,74.982138,5296,106.0,5049.0,141.0,2021
Islamabad,Pakistan,2021-04-29,33.665087,73.121219,74640,677.0,61236.0,12727.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-29,34.485332,72.09169,116523,3238.0,101342.0,11943.0,2021
Punjab,Pakistan,2021-04-29,30.811346,72.13913199999998,298818,8327.0,242068.0,48423.0,2021
Sindh,Pakistan,2021-04-29,26.009446,68.77680699999999,281385,4629.0,263773.0,12983.0,2021
Azad Jammu and Kashmir,Pakistan,2021-04-30,34.027401,73.947253,17057,475.0,14359.0,2223.0,2021
Balochistan,Pakistan,2021-04-30,28.328491999999997,65.898403,22278,234.0,20592.0,1452.0,2021
Gilgit-Baltistan,Pakistan,2021-04-30,35.792146,74.982138,5305,106.0,5072.0,127.0,2021
Islamabad,Pakistan,2021-04-30,33.665087,73.121219,75067,679.0,61785.0,12603.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-04-30,34.485332,72.09169,117557,3274.0,102142.0,12141.0,2021
Punjab,Pakistan,2021-04-30,30.811346,72.13913199999998,301114,8410.0,243463.0,49241.0,2021
Sindh,Pakistan,2021-04-30,26.009446,68.77680699999999,282445,4633.0,264052.0,13760.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-01,34.027401,73.947253,17187,476.0,14472.0,2239.0,2021
Balochistan,Pakistan,2021-05-01,28.328491999999997,65.898403,22369,236.0,20729.0,1404.0,2021
Gilgit-Baltistan,Pakistan,2021-05-01,35.792146,74.982138,5310,107.0,5086.0,117.0,2021
Islamabad,Pakistan,2021-05-01,33.665087,73.121219,75498,683.0,62320.0,12495.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-01,34.485332,72.09169,118413,3310.0,102938.0,12165.0,2021
Punjab,Pakistan,2021-05-01,30.811346,72.13913199999998,303182,8500.0,247050.0,47632.0,2021
Sindh,Pakistan,2021-05-01,26.009446,68.77680699999999,283560,4645.0,264414.0,14501.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-02,34.027401,73.947253,17297,477.0,14584.0,2236.0,2021
Balochistan,Pakistan,2021-05-02,28.328491999999997,65.898403,22528,237.0,20786.0,1505.0,2021
Gilgit-Baltistan,Pakistan,2021-05-02,35.792146,74.982138,5312,107.0,5087.0,118.0,2021
Islamabad,Pakistan,2021-05-02,33.665087,73.121219,75892,691.0,62959.0,12242.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-02,34.485332,72.09169,119277,3350.0,103921.0,12006.0,2021
Punjab,Pakistan,2021-05-02,30.811346,72.13913199999998,304889,8550.0,250033.0,46306.0,2021
Sindh,Pakistan,2021-05-02,26.009446,68.77680699999999,284738,4658.0,264832.0,15248.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-03,34.027401,73.947253,17371,483.0,14669.0,2219.0,2021
Balochistan,Pakistan,2021-05-03,28.328491999999997,65.898403,22620,237.0,20926.0,1457.0,2021
Gilgit-Baltistan,Pakistan,2021-05-03,35.792146,74.982138,5327,107.0,5102.0,118.0,2021
Islamabad,Pakistan,2021-05-03,33.665087,73.121219,76209,691.0,63481.0,12037.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-03,34.485332,72.09169,120064,3392.0,104903.0,11769.0,2021
Punjab,Pakistan,2021-05-03,30.811346,72.13913199999998,306929,8572.0,253687.0,44670.0,2021
Sindh,Pakistan,2021-05-03,26.009446,68.77680699999999,285626,4667.0,265276.0,15683.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-04,34.027401,73.947253,17397,487.0,14746.0,2164.0,2021
Balochistan,Pakistan,2021-05-04,28.328491999999997,65.898403,22664,239.0,21014.0,1411.0,2021
Gilgit-Baltistan,Pakistan,2021-05-04,35.792146,74.982138,5330,107.0,5110.0,113.0,2021
Islamabad,Pakistan,2021-05-04,33.665087,73.121219,76492,693.0,63933.0,11866.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-04,34.485332,72.09169,120590,3423.0,105527.0,11640.0,2021
Punjab,Pakistan,2021-05-04,30.811346,72.13913199999998,308529,8683.0,256956.0,42890.0,2021
Sindh,Pakistan,2021-05-04,26.009446,68.77680699999999,286521,4678.0,265776.0,16067.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-05,34.027401,73.947253,17397,487.0,14746.0,2164.0,2021
Balochistan,Pakistan,2021-05-05,28.328491999999997,65.898403,22664,239.0,21014.0,1411.0,2021
Gilgit-Baltistan,Pakistan,2021-05-05,35.792146,74.982138,5330,107.0,5110.0,113.0,2021
Islamabad,Pakistan,2021-05-05,33.665087,73.121219,76492,693.0,63933.0,11866.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-05,34.485332,72.09169,120590,3423.0,105527.0,11640.0,2021
Punjab,Pakistan,2021-05-05,30.811346,72.13913199999998,308529,8683.0,256956.0,42890.0,2021
Sindh,Pakistan,2021-05-05,26.009446,68.77680699999999,286521,4678.0,265776.0,16067.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-06,34.027401,73.947253,17465,491.0,14856.0,2118.0,2021
Balochistan,Pakistan,2021-05-06,28.328491999999997,65.898403,22776,239.0,21150.0,1387.0,2021
Gilgit-Baltistan,Pakistan,2021-05-06,35.792146,74.982138,5341,107.0,5114.0,120.0,2021
Islamabad,Pakistan,2021-05-06,33.665087,73.121219,76696,698.0,64421.0,11577.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-06,34.485332,72.09169,121099,3466.0,106557.0,11076.0,2021
Punjab,Pakistan,2021-05-06,30.811346,72.13913199999998,310616,8741.0,260241.0,41634.0,2021
Sindh,Pakistan,2021-05-06,26.009446,68.77680699999999,287643,4687.0,266388.0,16568.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-07,34.027401,73.947253,17660,499.0,15098.0,2063.0,2021
Balochistan,Pakistan,2021-05-07,28.328491999999997,65.898403,23016,243.0,21361.0,1412.0,2021
Gilgit-Baltistan,Pakistan,2021-05-07,35.792146,74.982138,5358,107.0,5139.0,112.0,2021
Islamabad,Pakistan,2021-05-07,33.665087,73.121219,77414,702.0,65524.0,11188.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-07,34.485332,72.09169,122520,3537.0,108462.0,10521.0,2021
Punjab,Pakistan,2021-05-07,30.811346,72.13913199999998,314517,8891.0,264647.0,40979.0,2021
Sindh,Pakistan,2021-05-07,26.009446,68.77680699999999,289646,4698.0,267524.0,17424.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-08,34.027401,73.947253,17763,503.0,15168.0,2092.0,2021
Balochistan,Pakistan,2021-05-08,28.328491999999997,65.898403,23186,246.0,21509.0,1431.0,2021
Gilgit-Baltistan,Pakistan,2021-05-08,35.792146,74.982138,5367,107.0,5146.0,114.0,2021
Islamabad,Pakistan,2021-05-08,33.665087,73.121219,77684,706.0,65977.0,11001.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-08,34.485332,72.09169,123150,3562.0,109609.0,9979.0,2021
Punjab,Pakistan,2021-05-08,30.811346,72.13913199999998,316334,8951.0,266745.0,40638.0,2021
Sindh,Pakistan,2021-05-08,26.009446,68.77680699999999,290756,4722.0,268558.0,17476.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-09,34.027401,73.947253,17866,507.0,15290.0,2069.0,2021
Balochistan,Pakistan,2021-05-09,28.328491999999997,65.898403,23324,247.0,21557.0,1520.0,2021
Gilgit-Baltistan,Pakistan,2021-05-09,35.792146,74.982138,5380,107.0,5146.0,127.0,2021
Islamabad,Pakistan,2021-05-09,33.665087,73.121219,77974,708.0,66520.0,10746.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-09,34.485332,72.09169,123842,3588.0,110179.0,10075.0,2021
Punjab,Pakistan,2021-05-09,30.811346,72.13913199999998,317972,9032.0,269355.0,39585.0,2021
Sindh,Pakistan,2021-05-09,26.009446,68.77680699999999,291668,4726.0,269234.0,17708.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-10,34.027401,73.947253,17945,508.0,15389.0,2069.0,2021
Balochistan,Pakistan,2021-05-10,28.328491999999997,65.898403,23447,248.0,21737.0,1520.0,2021
Gilgit-Baltistan,Pakistan,2021-05-10,35.792146,74.982138,5388,107.0,5167.0,127.0,2021
Islamabad,Pakistan,2021-05-10,33.665087,73.121219,78200,715.0,67025.0,10746.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-05-10,34.485332,72.09169,124484,3615.0,111142.0,10075.0,2021
Punjab,Pakistan,2021-05-10,30.811346,72.13913199999998,319365,9058.0,271825.0,39585.0,2021
Sindh,Pakistan,2021-05-10,26.009446,68.77680699999999,292644,4742.0,269820.0,17708.0,2021
Azad Jammu and Kashmir,Pakistan,2021-05-11,34.027401,73.947253,17984,508.0,15491.0,1985.0,2021
